Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Parent,Parent summary,Status Category,Status Category Changed
UC17 - Search User - Admin/Staff search user,N6NET1815-106,10242,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,16/Jul/24 1:23 PM,16/Jul/24 1:32 PM,20/Jul/24 2:05 PM,16/Jul/24 1:32 PM,,0,,h4. Search User - Admin/Staff search user,,Tran Thanh Dat (K18 HCM),,712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,,,,,,,,,,N6NET1815-40,N6NET1815-22,,,,,,16/Jul/24 1:32 PM;712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f;screencapture-localhost-3000-Users-2024-07-16-13_31_42.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10206,,,the email you want will be shown,,,,,,{},,N6NET1815-22,Administration,,,the email you want will be shown,,purple,,,0|i00153:,,,,,Sprint 1,,,,,,,,,,"1. Go to user page
2. Fill in search text box what email you want to search",,,,,1_*:*_1_*:*_587871_*|*_5_*:*_1_*:*_0,,10158,Administration,Done,16/Jul/24 1:32 PM
SCB - 01 - Create booking by day - Create success,N6NET1815-105,10241,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,Dang Thanh Ngoc (K18 HCM),712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,16/Jul/24 1:20 PM,17/Jul/24 1:05 PM,20/Jul/24 2:05 PM,16/Jul/24 8:39 PM,,0,STAFF_CREATE_BOOKING,"*SCB - 01 - Create booking by day - Create success*

*Step we will takes…….*

# Navigate to “By day” section
# Select a branch
# Select from 1 to 3 valid slots
# Click on “Continue”
# Enter an email belonging to an existing account
# Click on “Check”
# For each slots, select a court
# Click on “Next”
# Complete payment

*Success Is…..*

An order summary showing:

* Slots
* Payment date
* Total price",,Dang Thanh Ngoc (K18 HCM),,712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4,,,,,,,,,,,N6NET1815-102,,N6NET1815-117,N6NET1815-120,N6NET1815-121,,16/Jul/24 8:37 PM;712020:42bbbce0-a3fb-4d70-8feb-0f4480eb38c4;image-20240716-133658.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10225,,,"An order summary showing:
Slots: 12:00:00 - 13:00:00
Payment date: 16/07/2024
Total price: 130USD",,,,,,{},,N6NET1815-5,Booking Management,,,"An order summary showing:
Slots: 12:00:00 - 13:00:00
Payment date: 16/07/2024
Total price: 130USD",,purple,,,0|i0015n:,,,,,Sprint 2,,,,,,,93219d9b-e420-4ee3-9bd9-f675d9dbb22b,N6_NET1815,Unit,"1. Navigate to “By day” section
2. Select branch B00002
3. Select slot 12:00 - 13:00 on Wed 17/7
4. Click on “Continue”
5. Enter email ""Postman123@gmail.com""
6. Click on ""Check""
7. For the slot, choose court ""sân 4""
8. Click on “Next”
9. Choose ""Thẻ nội địa và tài khoản ngân hàng"" and choose ""NCB""
10. Input ""9704198526191432198"" on ""Số thẻ""
11. Input ""NGUYEN VAN A"" on ""Tên chủ thẻ""
12. Input ""07/15"" on ""Ngày phát hành""
13. Click ""Tiếp tục"", then ""Đồng ý & Tiếp tục""
14. Input ""123456"" on OTP,
15. Click ""Thanh toán""",Pass,,,,1_*:*_1_*:*_26320240_*|*_5_*:*_1_*:*_0,,10141,Booking Management,Done,16/Jul/24 8:39 PM
UC02 - Login Admin- Sign up (happy case),N6NET1815-103,10239,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,16/Jul/24 12:38 PM,16/Jul/24 1:18 PM,16/Jul/24 2:24 PM,16/Jul/24 12:42 PM,,0,LOGIN,"Login Admin- Sign up

*Step we will takes…….*

# Fill correct email and password

*Success Is…..*

Login Successfully",,Tran Thanh Dat (K18 HCM),,712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,,,,,,,,,,,N6NET1815-25,N6NET1815-2,,,,N6NET1815-66,16/Jul/24 12:41 PM;712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f;Screenshot 2024-07-16 124117.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10205,16/Jul/24 12:40 PM;712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f;screencapture-localhost-3000-login-2024-07-16-12_40_34.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10204,,Login Successfully,,,,,,{},,N6NET1815-2,Register and Login,,,Login Successfully,,,,,0|i000yr:,,,,,Sprint 1,,,,,,,ffe001e8-5b29-4260-83ac-d4da8be8b2d9,,Unit,Fill correct email and password,,,,,1_*:*_1_*:*_202449_*|*_5_*:*_1_*:*_0,,10138,Register and Login,Done,16/Jul/24 12:42 PM
ADB - 02 - Delete Booking,N6NET1815-100,10236,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,12/Jul/24 2:02 PM,16/Jul/24 10:28 PM,20/Jul/24 2:05 PM,12/Jul/24 2:08 PM,,0,,"Admin Delete Booking

*Step we will takes…….*

# Go to booking page
# Press delete at a booking row that you want

*Success Is…..*

That booking row will be deleted",,Tran Thanh Dat (K18 HCM),,712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,,,,,,,,,,N6NET1815-39,,,,,,,12/Jul/24 2:07 PM;712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f;Screenshot 2024-07-12 140742.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10196,,,the booking Id row _x1Bs0zMh will be deleted,,,,,,{},,N6NET1815-22,Administration,,,the booking Id row _x1Bs0zMh will be deleted,,purple,,,0|i0014f:,,,,,Sprint 2,,,,,,,,,Unit,"Go to booking page

Press delete at a booking row that you want 
(ex: _x1Bs0zMh)",Pass,,,,1_*:*_1_*:*_353015_*|*_5_*:*_1_*:*_0,,10158,Administration,Done,12/Jul/24 2:08 PM
ASB - 01 -Search Booking,N6NET1815-99,10235,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,Tran Thanh Dat (K18 HCM),712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,12/Jul/24 1:56 PM,16/Jul/24 10:29 PM,13/Jul/24 12:37 PM,12/Jul/24 2:02 PM,,0,,"Admin Search Booking

*Step we will takes…….*

# Go to booking page
# Select search bar and enter the booking ID that you want 

*Success Is…..*

The booking ID with other booking information will be shown",,Tran Thanh Dat (K18 HCM),,712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f,,,,,,,,,,N6NET1815-97,,,,,,,12/Jul/24 1:57 PM;712020:b56f2d24-5bd0-47a1-9c99-add67de1b70f;Screenshot 2024-07-12 135724.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10195,,,"Go to booking page

Select search bar and enter the booking ID that you want ",,,,,,{},,N6NET1815-22,Administration,,,"Go to booking page

Select search bar and enter the booking ID that you want ",,purple,,,0|i00147:,,,,,Sprint 2,,,,,,,,,Unit,"Go to booking page

Select search bar and enter the booking ID that you want ",Pass,,,,1_*:*_1_*:*_371223_*|*_5_*:*_1_*:*_0,,10158,Administration,Done,12/Jul/24 2:02 PM
UC03 - Update User Profile - User profile is updated successfully,N6NET1815-96,10232,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,10/Jul/24 10:56 AM,13/Jul/24 12:37 PM,16/Jul/24 2:46 PM,13/Jul/24 12:37 PM,,0,UPDATEUSERPROFILE,"User profile is updated successfully.

*Step we will takes…….*

Click Edit.

Input: valid data for update:

+ Full Name: Le Thanh Nhan (more than 6 characters).

+ User Name: MrMILOTN (more than 6 characters and does not exist in the system).

+ Phone: 0332748325 (a number with 10 - 11 digits).

+ Address: duong 26, Phuoc Long A, HCM (more than 15 characters).

+ Year of birth: 2004 (in a valid range).

+ Image: whether there are pictures or not is fine.

Click “Update”

*Success Is…..*

User profile is updated.",,Le Thanh Nhan (K18 HCM),,712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,,,,,,,,,N6NET1815-26,N6NET1815-20,,,,N6NET1815-93,13/Jul/24 12:34 PM;712020:8b31d960-c8c6-49ce-9816-d177c8e23822;Screenshot 2024-07-10 105142.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10200,13/Jul/24 12:34 PM;712020:8b31d960-c8c6-49ce-9816-d177c8e23822;Screenshot 2024-07-10 105212.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10199,13/Jul/24 12:34 PM;712020:8b31d960-c8c6-49ce-9816-d177c8e23822;Screenshot 2024-07-10 105232.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10201,User profile is updated.,,,,,,{},,N6NET1815-20,User Management,,,User profile is updated.,,purple,,,0|i0013r:,,,,,,,,,,,,,,Unit,"Click Edit.

Input: valid data for update:

+ Full Name: Le Thanh Nhan (more than 6 characters).

+ User Name: MrMILOTN (more than 6 characters and does not exist in the system).

+ Phone: 0332748325 (a number with 10 - 11 digits).

+ Address: duong 26, Phuoc Long A, HCM (more than 15 characters).

+ Year of birth: 2004 (in a valid range).

+ Image: whether there are pictures or not is fine.

Click “Update”",Pass,,,,1_*:*_1_*:*_265252486_*|*_5_*:*_1_*:*_0,,10156,User Management,Done,13/Jul/24 12:37 PM
UC03 - Update User Profile - Verify Year of birth - Cannot update with year of birth less than the current year minus 100 years,N6NET1815-95,10231,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,10/Jul/24 10:48 AM,10/Jul/24 10:50 AM,10/Jul/24 10:50 AM,10/Jul/24 10:50 AM,,0,UPDATEUSERPROFILE,"The users (customers) cannot update with year of birth less than the current year minus 100 years.

*Step we will takes…….*

# Select “Year of birth” box in update user profile form.
# Input: 1923 
# Click “Update”

*Success Is…..*

An red error message “*Invalid Year of birth!*” must be shown",,Le Thanh Nhan (K18 HCM),,712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,,,,,,,,,N6NET1815-26,N6NET1815-20,,,,N6NET1815-94,10/Jul/24 10:48 AM;712020:8b31d960-c8c6-49ce-9816-d177c8e23822;Screenshot 2024-07-10 104517.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10185,,,An red error message “Invalid Year of birth!” must be shown,,,,,,{},,N6NET1815-20,User Management,,,An red error message “Invalid Year of birth!” must be shown,,purple,,,0|i0013j:,,,,,,,,,,,,,,Unit,"Select “Year of birth” box in update user profile form.

Input: 1923

Click “Update”",Pass,,,,1_*:*_1_*:*_127885_*|*_5_*:*_1_*:*_0,,10156,User Management,Done,10/Jul/24 10:50 AM
UC03 - Update User Profile - Verify Year of birth - Cannot update with year of birth greater than the current year,N6NET1815-94,10230,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,10/Jul/24 10:40 AM,10/Jul/24 10:48 AM,16/Jul/24 1:47 PM,10/Jul/24 10:47 AM,,0,UPDATEUSERPROFILE,"The users (customers) cannot update with year of birth greater than the current year.

*Step we will takes…….*

# Select “Year of birth” box in update user profile form.
# Input: 2025 
# Click “Update”

*Success Is…..*

An red error message “*Year of birth must be less than current year!*” must be shown",,Le Thanh Nhan (K18 HCM),,712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,,,,,,,,,N6NET1815-26,N6NET1815-20,N6NET1815-95,,,N6NET1815-93,10/Jul/24 10:46 AM;712020:8b31d960-c8c6-49ce-9816-d177c8e23822;Screenshot 2024-07-10 104439.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10183,,,An red error message “Year of birth must be less than current year!” must be shown,,,,,,{},,N6NET1815-20,User Management,,,An red error message “Year of birth must be less than current year!” must be shown,,purple,,,0|i0013b:,,,,,,,,,,,,,,Unit,"Select “Year of birth” box in update user profile form.

Input: 2025 

Click “Update”",Pass,,,,1_*:*_1_*:*_404110_*|*_5_*:*_1_*:*_0,,10156,User Management,Done,10/Jul/24 10:47 AM
UC03 - Update User Profile - Verify User Name - Cannot update with the existing User Name,N6NET1815-93,10229,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,10/Jul/24 10:23 AM,10/Jul/24 10:56 AM,16/Jul/24 1:46 PM,10/Jul/24 10:38 AM,,0,UPDATEUSERPROFILE,"The users (customers) cannot update User Name that is already exists in the system.

*Step we will takes…….*

# Select “User Name” box in update user profile form.
# Input: [milo91@gmail.com|mailto:milo91@gmail.com] (this user name is existing in the system).
# Click “Update”

*Success Is…..*

An red error message “The User Name is already exist!” must be shown",,Le Thanh Nhan (K18 HCM),,712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,,,,,,,,,N6NET1815-26,N6NET1815-20,N6NET1815-94,N6NET1815-96,,,10/Jul/24 10:40 AM;712020:8b31d960-c8c6-49ce-9816-d177c8e23822;Screenshot 2024-07-10 103019.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10182,,,An red error message “The User Name is already exist!” must be shown,,,,,,{},,N6NET1815-20,User Management,,,An red error message “The User Name is already exist!” must be shown,,purple,,,0|i00133:,,,,,,,,,,,,,,Unit,"Select “User Name” box in update user profile form.

Input: milo91@gmail.com (this user name is existing in the system).

Click “Update”",Pass,,,,1_*:*_1_*:*_938135_*|*_5_*:*_1_*:*_0,,10156,User Management,Done,10/Jul/24 10:38 AM
UC04 - Booking Badminton Court - Verify that the booking details are saved in the system,N6NET1815-92,10228,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,10/Jul/24 12:25 AM,16/Jul/24 3:18 PM,16/Jul/24 2:38 PM,16/Jul/24 2:48 PM,,0,BOOKBADMINTONCOURT,Verify that the booking details are saved in the “booked” after successfully booking a badminton court.,,Nguyen Ha Linh (K18 HCM),,712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,,,,,,,,,,,N6NET1815-5,N6NET1815-28,,,,,16/Jul/24 3:15 PM;712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e;bandicam 2024-07-16 14-24-12-210.mp4;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10224,,,"Booking details are saved and display in the ""booked"" page.",,,,,,{},,N6NET1815-5,Booking Management,,,"Booking details are saved and display in the ""booked"" page.",,purple,,,0|i000xy:v,,,,,,,,,,,,,,Unit,"1. Log in to the system.
2. Navigate to the badminton court booking section.
3. Select a branch from the list of available branches.
4. Choose the type of the booking.
5. Choose a time from the schedule.
6. Click on the 'Next' button.
7. Click on the 'Next' to go to VNPAY payment.
8. After success the payment, go to ""booked"" page. ",Pass,,,,1_*:*_1_*:*_570157686_*|*_5_*:*_1_*:*_0,,10141,Booking Management,Done,16/Jul/24 2:48 PM
UC03.2 - Booking Badminton Court - Verify that the booking is confirmed if the court is available,N6NET1815-91,10227,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,10/Jul/24 12:04 AM,16/Jul/24 3:12 PM,16/Jul/24 2:38 PM,16/Jul/24 2:48 PM,,0,BOOKBADMINTONCOURT,Verify that the booking is confirmed if the selected court is available for the chosen time.,,Nguyen Ha Linh (K18 HCM),,712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,,,,,,,,,,,N6NET1815-28,N6NET1815-5,,,,,,,,"Booking is confirmed, and continuing to VNPAY payment",,,,,,{},,N6NET1815-5,Booking Management,,,"Booking is confirmed, and continuing to VNPAY payment",,purple,,,0|i000xy:r,,,,,,,,,,,,,,Unit,"1. Log in to the system.
2. Navigate to the badminton court booking section.
3. Select a branch from the list of available branches.
4. Choose the type of the booking.
5. Choose a time from the schedule.
6. Click on the 'Next' button.
7. Click on the 'Next' to go to VNPAY payment",Pass,,,,1_*:*_1_*:*_571410117_*|*_5_*:*_1_*:*_0,,10141,Booking Management,Done,16/Jul/24 2:48 PM
UC03.1 - Booking Badminton Court - Verify that the system checks the availability of the court,N6NET1815-90,10226,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,09/Jul/24 11:56 PM,16/Jul/24 3:12 PM,20/Jul/24 2:05 PM,16/Jul/24 2:48 PM,,0,BOOKBADMINTONCOURT,Verify that the system checks the availability of the court for the selected date and time.,,Nguyen Ha Linh (K18 HCM),,712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,,,,,,,,,,,N6NET1815-28,N6NET1815-5,,,,,16/Jul/24 2:09 PM;712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e;Screenshot 2024-07-16 140845.png;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10213,,,Ensure the unavailable slot will be disabled,,,,,,{},,N6NET1815-5,Booking Management,,,Ensure the unavailable slot will be disabled,,purple,,,0|i000xy:i,,,,,,,,,,,,,,Unit,"1. Log in to the system.
2. Navigate to the badminton court booking section.
3. Select a branchfrom the list of available branches.
4. Choose the type of the booking.
5. Scroll to the schedule",Pass,,,,1_*:*_1_*:*_571909161_*|*_5_*:*_1_*:*_0,,10141,Booking Management,Done,16/Jul/24 2:48 PM
UC02 - Booking Badminton Court - Verify that the customers can choose a date,N6NET1815-89,10225,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,09/Jul/24 11:54 PM,16/Jul/24 3:12 PM,20/Jul/24 2:05 PM,16/Jul/24 2:48 PM,,0,BOOKBADMINTONCOURT,Verify that the user can choose a date for booking the selected badminton court.,,Nguyen Ha Linh (K18 HCM),,712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,,,,,,,,,,,N6NET1815-28,N6NET1815-5,,,,,16/Jul/24 3:12 PM;712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e;bandicam 2024-07-16 15-11-23-364.mp4;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10223,,,,,,,,,{},,N6NET1815-5,Booking Management,,,The selected date should be displayed to the user.,,purple,,,0|i000xy:,,,,,,,,,,,,,,Unit,"1. Log in to the system.
2. Navigate to the badminton court booking section.
3. Select a branch from the list of available branches.
4. Choose the type of the booking.
5. Choose a time from the schedule.",Pass,,,,1_*:*_1_*:*_572044120_*|*_5_*:*_1_*:*_0,,10141,Booking Management,Done,16/Jul/24 2:48 PM
UC01.1 - Booking Badminton Court - Verify that the user can select a branch from the list,N6NET1815-88,10224,Testcases,Resolved,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,Done,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,Nguyen Ha Linh (K18 HCM),712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,09/Jul/24 11:48 PM,16/Jul/24 3:09 PM,20/Jul/24 1:56 PM,16/Jul/24 2:48 PM,,0,BOOKBADMINTONCOURT,Verify that the user can select a badminton court from the list of available courts.,,Nguyen Ha Linh (K18 HCM),,712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e,,,,,,,,,,,N6NET1815-28,N6NET1815-5,,,,,16/Jul/24 1:57 PM;712020:5b2e6ea6-163e-4747-b0a0-4ddefefc017e;bandicam 2024-07-16 13-53-29-955.mp4;https://lethanhnhan09012004.atlassian.net/rest/api/3/attachment/content/10210,,,"Display types of booking and when customer choice ones, it will navigate to this infomation of selected court.",,,,,,{},,N6NET1815-5,Booking Management,,,"Display types of booking and when customer choice ones, it will navigate to this infomation of selected court.",,purple,,,0|i000xv:,,,,,,,,,,,,,,Unit,"1. Log in to the system.
2. Navigate to the badminton court booking section.
3. Select a branch from the list of available branches.",Pass,,,,1_*:*_1_*:*_572394299_*|*_5_*:*_1_*:*_0,,10141,Booking Management,Done,16/Jul/24 2:48 PM
VBS - 03 - View Booking History,N6NET1815-84,10220,Testcases,Open,N6NET1815,N6_NET1815_SWP,software,Le Thanh Nhan (K18 HCM),712020:8b31d960-c8c6-49ce-9816-d177c8e23822,,,Medium,,,,Chiem Tan Tai (K17 HCM),712020:a1261002-86bd-44e7-9b6b-1bbf2910186f,Chiem Tan Tai (K17 HCM),712020:a1261002-86bd-44e7-9b6b-1bbf2910186f,29/Jun/24 1:22 PM,17/Jul/24 12:23 PM,20/Jul/24 2:05 PM,,,0,,"As a user, I want to view my past bookings, including details such as date, time, and court, so that I can keep track of my playing history.",,Chiem Tan Tai (K17 HCM),,712020:a1261002-86bd-44e7-9b6b-1bbf2910186f,,,,,,,,,,,,,,,,,,,,Not have done,,,,,,{},,N6NET1815-5,Booking Management,,,"1. Login
User is successfully logged in and redirected to the main page.
2. Navigate to Booking History
User is taken to the Booking History page.
A list of past bookings is displayed.
3. View Past Bookings
Each past booking shows the correct details including date, time, and court.
Bookings are listed in reverse chronological order (most recent first).",,purple,,,0|i0011j:,,,,,,,,,,,,,,Unit,"1. Login
Navigate to the login page.
Enter valid username and password.
Click on the ""Login"" button.
2. Navigate to Booking History
Once logged in, go to the main menu.
Select ""Booking History"" from the options.
3. View Past Bookings
Observe the list of past bookings displayed.
Check the details for each booking including date, time, and court.",Skip,,,,,,10141,Booking Management,To Do,29/Jun/24 1:22 PM
